2.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,3.640999999999999792e-01
3.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,3.643000000000000127e-01
4.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,4.673999999999999821e-01
5.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,3.709999999999999964e-01
6.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,3.718000000000000194e-01
7.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,3.118000000000000216e-01
8.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,3.126999999999999780e-01
9.000000000000000000e+00,1.000000000000000000e+02,1.299999999999999940e-03,3.116999999999999771e-01
1.000000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.639000000000000234e-01
1.100000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.971999999999999864e-01
1.200000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.948999999999999899e-01
1.300000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.517000000000000015e-01
1.400000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.522000000000000020e-01
1.500000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.466999999999999971e-01
1.600000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.335000000000000075e-01
1.700000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.325999999999999956e-01
1.800000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.277999999999999969e-01
1.900000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.280000000000000027e-01
2.000000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.260999999999999899e-01
2.100000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.158000000000000002e-01
2.200000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.052000000000000018e-01
2.300000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.035999999999999976e-01
2.400000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.026999999999999996e-01
2.500000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.015999999999999959e-01
2.600000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,7.889999999999999791e-02
2.700000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,6.360000000000000375e-02
2.800000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,5.709999999999999798e-02
2.900000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,5.729999999999999677e-02
3.000000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,4.429999999999999910e-02
3.100000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,4.000000000000000083e-02
3.200000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,3.960000000000000325e-02
3.300000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,3.930000000000000160e-02
3.400000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,3.579999999999999849e-02
3.500000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,3.259999999999999704e-02
3.600000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.939999999999999905e-02
3.700000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.699999999999999969e-02
3.800000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.630000000000000046e-02
3.900000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.510000000000000078e-02
4.000000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.489999999999999852e-02
4.100000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.500000000000000139e-02
4.200000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.479999999999999913e-02
4.300000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.299999999999999961e-02
4.400000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,2.189999999999999933e-02
4.500000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.870000000000000134e-02
4.600000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.789999999999999925e-02
4.700000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.789999999999999925e-02
4.800000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.830000000000000029e-02
4.900000000000000000e+01,1.000000000000000000e+02,1.299999999999999940e-03,1.849999999999999908e-02
